Identifiant du lieu,Ann�e du tournage,Type de tournage,Titre,R�alisateur,Producteur,Localisation de la sc�ne,Code postal,Date de d�but,Date de fin,Coordonn�e en X,Coordonn�e en Y,geo_shape,geo_point_2d,,
2016-617,2016,Long m�trage,FLORA63,STEPHANE ROBELIN,ICI ET LA PRODUCTIONS,RUE� DES MARTYRS,75018,13/05/2016,13/05/2016,2.339613,48.883368,"{""type"": ""Point"", ""coordinates"": [2.339612999826886, 48.88336799984105]}",48.8833679998,2.33961299983,
2017-1342,2017,Long m�trage,L'extraordinaire voyage du Fakir,Ken Scott,Brio Films,rue benjamin franklin,75016,75016,19/07/2017,20/07/2017,2.28613773,48.86188997,"{""type"": ""Point"", ""coordinates"": [2.28613773312191, 48.86188996505755]}",48.8618899651,2.28613773312
2018-1246,2018,Long m�trage,Mignonnes,Ma�mouna Doucour�,Bien ou bien Productions,17 passage courtois,75011,75011,17/10/2018,18/10/2018,2.38701961,48.85727346,"{""type"": ""Point"", ""coordinates"": [2.387019614142862, 48.85727345542824]}",48.8572734554,2.38701961414
2016-32,2016,Long m�trage,LA NUIT A DEVORE LE MONDE,DOMINIQUE ROCHER,HAUT ET COURT,70� AVENUE� DE BRETEUIL,75007,05/12/2016,05/12/2016,2.311245,48.848251,"{""type"": ""Point"", ""coordinates"": [2.311244999641706, 48.848250999612496]}",48.8482509996,2.31124499964,
2016-620,2016,Long m�trage,DIANE A LES EPAULES,FABIEN GORGEART,PETIT FILM,3� IMPASSE� BONNE NOUVELLE,75010,05/09/2016,05/09/2016,2.350574,48.870697,"{""type"": ""Point"", ""coordinates"": [2.350574000185725, 48.87069700026003]}",48.8706970003,2.35057400019,
2017-1359,2017,Long m�trage,RG02,Romain Gavras,ICONOCLAST FILMS,27 rue du buisson saint-louis,75010,75010,05/07/2017,06/07/2017,2.37461107,48.87322794,"{""type"": ""Point"", ""coordinates"": [2.374611068888421, 48.87322793497647]}",48.873227935,2.37461106889
2018-1253,2018,Long m�trage,L ANGLE MORT,PIERRE TRIVIDIC ET PATRICK MARIO BERNARD,EX NIHILO,16 rue henri ribi�re,75019,75019,22/10/2018,22/10/2018,2.39567744,48.87695817,"{""type"": ""Point"", ""coordinates"": [2.395677442215887, 48.87695816768163]}",48.8769581677,2.39567744222
2016-638,2016,Long m�trage,GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,PLACE� LARUE,75005,18/02/2016,18/02/2016,2.347565,48.847329,"{""type"": ""Point"", ""coordinates"": [2.347565000650523, 48.84732899971317]}",48.8473289997,2.34756500065,
2017-1363,2017,Long m�trage,La Ch'tite Famille,Dany Boon,Path� Films Service,place el salvador,75007,75007,13/06/2017,14/06/2017,2.31231929,48.85028728,"{""type"": ""Point"", ""coordinates"": [2.312319285627078, 48.85028727972883]}",48.8502872797,2.31231928563
2016-1620,2016,Long m�trage,LES EX,MAURICE BARTHELEMY,RADAR FILMS,RUE� DE PUTEAUX,75017,24/08/2016,25/08/2016,2.321832,48.8832,"{""type"": ""Point"", ""coordinates"": [2.321832000626864, 48.88319999976013]}",48.8831999998,2.32183200063,
2016-644,2016,Long m�trage,CARBONE,OLIVIER MARCHAL,LES FILMS MANUEL MUNZ,PLACE� VENDOME,75001,09/12/2016,09/12/2016,2.329705,48.868113,"{""type"": ""Point"", ""coordinates"": [2.329704999637536, 48.86811300034083]}",48.8681130003,2.32970499964,
2017-1367,2017,Long m�trage,Les tuche 3,Olivier Baroux,Eskwad,place du carrousel,75001,75001,14/06/2017,14/06/2017,2.33484405,48.86225195,"{""type"": ""Point"", ""coordinates"": [2.334844054118252, 48.862251952340955]}",48.8622519523,2.33484405412
2016-1330,2016,Long m�trage,LA VIE DE CHATEAU,CEDRIC IDO,SRAB FILMS,PLACE� DU CAIRE/RUE DU CAIRE,75002,05/08/2016,05/08/2016,2.3487869999999997,48.868116,"{""type"": ""Point"", ""coordinates"": [2.348787000674231, 48.86811599956462]}",48.8681159996,2.34878700067,
2016-1621,2016,Long m�trage,LA DOULEUR,EMMANUEL FINKIEL,LES FILMS DU POISSON,PARVIS� DE L'EGLISE NOTRE DAME,75004,02/09/2016,02/09/2016,2.3472210000000002,48.853542,"{""type"": ""Point"", ""coordinates"": [2.347220999693889, 48.85354200039294]}",48.8535420004,2.34722099969,
2016-659,2016,Long m�trage,IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,307 AU 317� RUE� DE BELLEVILLE,75019,10/03/2016,10/03/2016,2.403746,48.876556,"{""type"": ""Point"", ""coordinates"": [2.403746000196592, 48.87655600030569]}",48.8765560003,2.4037460002,
2017-1671,2017,Long m�trage,LES BEAUX ESPRITS,VIANNEY LEBASQUE,MES PRODUCTIONS,rue cabanis,75014,75014,17/08/2017,18/08/2017,2.3404796,48.83029512,"{""type"": ""Point"", ""coordinates"": [2.340479602561866, 48.83029511605205]}",48.8302951161,2.34047960256
2019-927,2019,Long m�trage,LA FINE FLEUR,PIERRE PINAUD,ESTRELLA PRODUCTIONS,route des lacs � bagatelle,75016,75016,02/09/2019,03/09/2019,2.25169453,48.86743211,"{""type"": ""Point"", ""coordinates"": [2.25169452657946, 48.86743210436401]}",48.8674321044,2.25169452658
2016-1632,2016,Long m�trage,MARIE FRANCINE,VALERIE LEMERCIER,RECTANGLE PRODUCTIONS,34� RUE� GAY LUSSAC,75005,20/04/2016,20/04/2016,2.341796,48.84447,"{""type"": ""Point"", ""coordinates"": [2.341796000123602, 48.844469999655104]}",48.8444699997,2.34179600012,
2019-928,2019,Long m�trage,LA FINE FLEUR,PIERRE PINAUD,ESTRELLA PRODUCTIONS,route de s�vres � neuilly,75016,75016,31/07/2019,31/07/2019,2.23695893,48.85906756,"{""type"": ""Point"", ""coordinates"": [2.23695893460255, 48.85906755922644]}",48.8590675592,2.2369589346
2016-1655,2016,Long m�trage,L'ASCENSION,LUDOVIC BERNARD,DE L'AUTRE COTE DU DU PERIPH,RUE� DE COURCELLES,75008,25/02/2016,25/02/2016,2.307901,48.876176,"{""type"": ""Point"", ""coordinates"": [2.307901000087476, 48.876176000318125]}",48.8761760003,2.30790100009,
2016-2229,2016,Long m�trage,120 BATTEMENTS PAR MINUTE,ROBIN CAMPILLO,LES FILMS DE PIERRE,119� RUE� DES PYRENEES,75020,09/09/2016,09/09/2016,2.404301,48.85693,"{""type"": ""Point"", ""coordinates"": [2.404300999728795, 48.856929999874424]}",48.8569299999,2.40430099973,
2017-1691,2017,Long m�trage,JALOUSE,St�phane et David FOENKINOS,MANDARIN PRODUCTION,128 quai de bercy,75012,75012,27/01/2017,27/01/2017,2.38441217,48.83241038,"{""type"": ""Point"", ""coordinates"": [2.3844121743336, 48.83241037546617]}",48.8324103755,2.38441217433
2017-1693,2017,Long m�trage,JALOUSE,St�phane et David FOENKINOS,MANDARIN PRODUCTION,39 rue saint-ambroise,75011,75011,24/01/2017,24/01/2017,2.37909645,48.86303551,"{""type"": ""Point"", ""coordinates"": [2.379096448531368, 48.86303550962051]}",48.8630355096,2.37909644853
2020-758,2020,Long m�trage,NUIT BLANCHE ET GROS CALINS,Francesco  MANDELLI,SELENIUM FILMS,12 rue joseph de maistre,75018,75018,03/11/2020,04/11/2020,2.33312259,48.88648245,"{""type"": ""Point"", ""coordinates"": [2.333122592456839, 48.88648245052452]}",48.8864824505,2.33312259246
2017-1722,2017,Long m�trage,DES LUNETTES NOIRES,Claire Denis,Curiosa Films,place des etats-unis,75016,75016,23/01/2017,24/01/2017,2.29265813,48.86819003,"{""type"": ""Point"", ""coordinates"": [2.292658125816708, 48.86819002944511]}",48.8681900294,2.29265812582
2020-349,2020,Long m�trage,TOUT S'EST BIEN PASSE,Francois OZON,MANDARIN PRODUCTION,8t rue jean nicot,75007,75007,10/08/2020,11/08/2020,2.30678395,48.86131309,"{""type"": ""Point"", ""coordinates"": [2.306783948039568, 48.86131309228002]}",48.8613130923,2.30678394804
2020-776,2020,Long m�trage,LES FEMMES DU SQUARE,JULIEN RAMBALDI,SAS LES FILMS DU KIOSQUE,rue l�on cladel,75002,75002,03/11/2020,03/11/2020,2.34253968,48.86851923,"{""type"": ""Point"", ""coordinates"": [2.34253967627246, 48.868519230196604]}",48.8685192302,2.34253967627
2016-1404,2016,Long m�trage,STARS 80 LA SUITE,THOMAS LANGMANN,LA PETITE REINE,PONT� MARIE,75004,19/09/2016,19/09/2016,2.358201,48.853405,"{""type"": ""Point"", ""coordinates"": [2.35820099983797, 48.85340500029624]}",48.8534050003,2.35820099984,
2017-1627,2017,Long m�trage,Les tuche 3,Olivier Baroux,Eskwad,rue de la manutention,75016,75016,07/08/2017,08/08/2017,2.2962601400000002,48.86345165,"{""type"": ""Point"", ""coordinates"": [2.296260137595485, 48.86345164607685]}",48.8634516461,2.2962601376
2016-1411,2016,Long m�trage,BEFIKRE,ADITYA CHOPRA,FIRSTEP,80� QUAI� DE JEMMAPES/COMPTOIR GENERAL,75010,03/05/2016,03/05/2016,2.364978,48.872299,"{""type"": ""Point"", ""coordinates"": [2.364978000555224, 48.87229900023836]}",48.8722990002,2.36497800056,
2019-647,2019,Long m�trage,Madame Claude,Sylvie VERHEYDE,Les Compagnons du Cin�ma,7 rue damr�mont,75018,75018,11/06/2019,12/06/2019,2.33254311,48.8876711,"{""type"": ""Point"", ""coordinates"": [2.332543105204818, 48.88767110125044]}",48.8876711013,2.3325431052
2019-604,2019,Long m�trage,Maoussi,Charlotte Schi�ler,C.S. Productions,66 boulevard de picpus,75012,75012,06/06/2019,07/06/2019,2.40250655,48.84527392,"{""type"": ""Point"", ""coordinates"": [2.402506547001973, 48.84527391613018]}",48.8452739161,2.402506547
2017-1628,2017,Long m�trage,Les tuche 3,Olivier Baroux,Eskwad,avenue dutuit,75008,75008,05/08/2017,05/08/2017,2.3157088,48.86637588,"{""type"": ""Point"", ""coordinates"": [2.315708797011092, 48.866375880695614]}",48.8663758807,2.31570879701
2016-1418,2016,Long m�trage,EYE ON JULIET,KIM NGUYEN,LA RUCHE PRODUCTION,QUAI� DE L'HORLOGE,75001,19/07/2016,19/07/2016,2.3428269999999998,48.85694,"{""type"": ""Point"", ""coordinates"": [2.3428269994026563, 48.85694000034188]}",48.8569400003,2.3428269994,
2019-620,2019,Long m�trage,PRODUCTION 46,,IEFS PARIS,pont d'arcole,75004,75004,17/06/2019,17/06/2019,2.35089143,48.85584594,"{""type"": ""Point"", ""coordinates"": [2.350891429885982, 48.85584593860675]}",48.8558459386,2.35089142989
2020-788,2020,Long m�trage,La Menace,Philippe Le Guay,Les Films Des Tournelles,100 boulevard de la chapelle,75018,75018,06/11/2020,06/11/2020,2.35262465,48.88416347,"{""type"": ""Point"", ""coordinates"": [2.352624654533724, 48.88416347388029]}",48.8841634739,2.35262465453
2017-1635,2017,Long m�trage,voyez comme on danse,michel Blanc,les films du 24,28 rue le marois,75016,75016,29/08/2017,29/08/2017,2.25902694,48.8377718,"{""type"": ""Point"", ""coordinates"": [2.259026944171738, 48.83777179410405]}",48.8377717941,2.25902694417
2016-1452,2016,Long m�trage,SIMONE BENLOULOU,MYRIAM AZIZA,INCOGNITA,16� BOULEVARD� HAUSSMANN,75009,10/10/2016,10/10/2016,2.336653,48.872619,"{""type"": ""Point"", ""coordinates"": [2.336652999402733, 48.872619000134556]}",48.8726190001,2.3366529994,
2016-774,2016,Long m�trage,LE BRIO,YVAN ATTAL,CHAPTER 2,16� PLACE� JULES SEMARD,75020,04/11/2016,05/11/2016,2.407686,48.86609,"{""type"": ""Point"", ""coordinates"": [2.407685999599772, 48.866089999810086]}",48.8660899998,2.4076859996,
2019-631,2019,Long m�trage,En attendant qui ? Mai,Marc RECUENCO,SerialBstudio,rue jouffroy d'abbans,75017,75017,22/06/2019,23/06/2019,2.30508243,48.88399638,"{""type"": ""Point"", ""coordinates"": [2.305082431384566, 48.88399638299972]}",48.883996383,2.30508243138
2020-803,2020,Long m�trage,8 Rue de l'Humanit�,Dany BOON,PATH� PROD EX�,quai d'orl�ans,75004,75004,09/11/2020,11/11/2020,2.35413521,48.85164079,"{""type"": ""Point"", ""coordinates"": [2.354135207658588, 48.85164079331911]}",48.8516407933,2.35413520766
2019-636,2019,Long m�trage,En attendant qui ? Mai,Marc RECUENCO,SerialBstudio,3 rue biot,75017,75017,15/06/2019,15/06/2019,2.32650237,48.88383886,"{""type"": ""Point"", ""coordinates"": [2.326502365885353, 48.8838388567095]}",48.8838388567,2.32650236589
2020-817,2020,Long m�trage,La Menace,Philippe Le Guay,Les Films Des Tournelles,33 rue marx dormoy,75018,75018,09/11/2020,10/11/2020,2.35946052,48.88687745,"{""type"": ""Point"", ""coordinates"": [2.359460518783525, 48.886877446882245]}",48.8868774469,2.35946051878
2017-1585,2017,Long m�trage,The White Crow,Ralph Fiennes,Montebello Productions,17 place dauphine,75001,75001,21/08/2017,21/08/2017,2.34215347,48.8564481,"{""type"": ""Point"", ""coordinates"": [2.34215347433544, 48.856448100659385]}",48.8564481007,2.34215347434
2017-1592,2017,Long m�trage,The White Crow,Ralph Fiennes,Montebello Productions,91 rue de rivoli,75001,75001,18/08/2017,18/08/2017,2.34119022,48.86067057,"{""type"": ""Point"", ""coordinates"": [2.341190220371807, 48.86067056754831]}",48.8606705675,2.34119022037
2016-1471,2016,Long m�trage,IRIS/EX CHAOS,JALIL LESPERT,WY PRODUCTIONS,RUE� MONGE,75005,26/02/2016,26/02/2016,2.352176,48.843955,"{""type"": ""Point"", ""coordinates"": [2.352176000181684, 48.84395499966077]}",48.8439549997,2.35217600018,
2016-2288,2016,Long m�trage,MARVIN,ANNE FONTAINE,CINE @,PONT� DES ARTS,75006,05/09/2016,05/09/2016,2.340567,48.853452,"{""type"": ""Point"", ""coordinates"": [2.340567000468744, 48.85345199991782]}",48.8534519999,2.34056700047,
2016-122,2016,Long m�trage,LA VIE DE CHATEAU,CEDRIC IDO,SRAB FILMS,RUE� GUSTAVE GOUBLIER,75010,17/08/2016,17/08/2016,2.355725,48.870949,"{""type"": ""Point"", ""coordinates"": [2.355724999549102, 48.870948999900605]}",48.8709489999,2.35572499955,
2020-832,2020,Long m�trage,MES TR�S CHERS ENFANTS,ALEXANDRA LECL�RE,LES FILMS DU 24,35 avenue du g�n�ral sarrail,75016,75016,13/11/2020,13/11/2020,2.25558316,48.84372895,"{""type"": ""Point"", ""coordinates"": [2.255583157551355, 48.843728953162795]}",48.8437289532,2.25558315755
2016-1483,2016,Long m�trage,LOUE MOI,VIRGINE SCSWARTZ,MY FAMILY,11� RUE� DE LA FORGE ROYALE,75011,14/11/2016,14/11/2016,2.380487,48.851314,"{""type"": ""Point"", ""coordinates"": [2.380487000190379, 48.85131399971854]}",48.8513139997,2.38048700019,
2016-2302,2016,Long m�trage,BAD BUZZ,STEPHANE KAZANDJIAN,ECHO FILMS,RUE� HENRI FEULARD,75010,11/07/2016,11/07/2016,2.372774,48.874994,"{""type"": ""Point"", ""coordinates"": [2.372773999480741, 48.87499399982643]}",48.8749939998,2.37277399948,
2018-1084,2018,Long m�trage,FAHIM,Pierre-Fran�ois MARTIN-LAVAL,WAITING FOR CINEMA,94 avenue foch,75016,75016,11/09/2018,15/09/2018,2.27644868,48.87234862,"{""type"": ""Point"", ""coordinates"": [2.276448681881964, 48.872348615744194]}",48.8723486157,2.27644868188
2018-48,2018,Long m�trage,MON INCONNUE,HUGO G�LIN,ZAZI FILMS,7 avenue de lamballe,75016,75016,06/02/2018,06/02/2018,2.28157166,48.85439568,"{""type"": ""Point"", ""coordinates"": [2.2815716585752392, 48.85439567651465]}",48.8543956765,2.28157165858
2020-135,2020,Long m�trage,La croisade,Louis Garrel,why not productions,12b rue th�odule ribot,75017,75017,27/02/2020,27/02/2020,2.30062358,48.87983618,"{""type"": ""Point"", ""coordinates"": [2.300623581521538, 48.87983618331902]}",48.8798361833,2.30062358152
2016-2358,2016,Long m�trage,DEMAIN ET TOUS LES AUTRES JOURS (2),NOVEMIE LVOVSKY,F COMME FILM,13� RUE� VULPIAN,75013,23/04/2016,23/04/2016,2.34649,48.83154,"{""type"": ""Point"", ""coordinates"": [2.346489999509345, 48.83153999987305]}",48.8315399999,2.34648999951,
2018-1086,2018,Long m�trage,Van Gogh in love,Jean-Luc Ayach,Cin� science,47 rue de seine,75006,75006,21/09/2018,21/09/2018,2.336863,48.85519971,"{""type"": ""Point"", ""coordinates"": [2.336863003070428, 48.85519970871178]}",48.8551997087,2.33686300307
2016-1763,2016,Long m�trage,LE RIRE DE MA MERE,COLOMBE SAVIGNAC,LOMA NASHA PRODUCTION,RUE� RENE COTY,75014,05/07/2016,05/07/2016,2.334121,48.829043,"{""type"": ""Point"", ""coordinates"": [2.334121000279899, 48.829043000170046]}",48.8290430002,2.33412100028,
2017-1666,2017,Long m�trage,Plaire...,Christophe Honor�,LES FILMS PELLEAS Plaire...,27 rue de cond�,75006,75006,02/08/2017,02/08/2017,2.33799248,48.84972414,"{""type"": ""Point"", ""coordinates"": [2.337992482813625, 48.84972413710672]}",48.8497241371,2.33799248281
2020-179,2020,Long m�trage,HEINRICH VOGELER,Marie No�lle Sehr,KINESCOPE Film GmbH,quai de bourbon,75004,75004,04/03/2020,04/03/2020,2.35377471,48.85348112,"{""type"": ""Point"", ""coordinates"": [2.353774709922935, 48.85348112012813]}",48.8534811201,2.35377470992
2020-840,2020,Long m�trage,MES TR�S CHERS ENFANTS,ALEXANDRA LECL�RE,LES FILMS DU 24,58 boulevard murat,75016,75016,13/11/2020,13/11/2020,2.25595717,48.84268059,"{""type"": ""Point"", ""coordinates"": [2.255957172091345, 48.842680589010996]}",48.842680589,2.25595717209
2017-1668,2017,Long m�trage,LES BEAUX ESPRITS,VIANNEY LEBASQUE,MES PRODUCTIONS,11 place du colonel fabien,75010,75010,30/08/2017,30/08/2017,2.36962435,48.87829261,"{""type"": ""Point"", ""coordinates"": [2.369624349686609, 48.878292610734036]}",48.8782926107,2.36962434969
2020-860,2020,Long m�trage,Pr�sidents,Anne Fontaine,CINE-@,1 avenue victor hugo,75016,75016,18/11/2020,18/11/2020,2.29349896,48.8729234,"{""type"": ""Point"", ""coordinates"": [2.29349895787927, 48.87292339491297]}",48.8729233949,2.29349895788
2016-724,2016,Long m�trage,VIVE LA CRISE,JEAN FRANCOIS DAVY,LES FILMS MONTAIGNE,38� AVENUE� SIMON BOLIVAR,75019,06/06/2016,07/06/2016,2.382281,48.87542,"{""type"": ""Point"", ""coordinates"": [2.382281000639721, 48.87541999963361]}",48.8754199996,2.38228100064,
2018-241,2018,Long m�trage,ZONE FRANCHE,Monsieur Mohamed Hamidi,ADNP QUAD FILMS,350 rue de vaugirard,75015,75015,01/03/2018,02/03/2018,2.2941409200000002,48.83625967,"{""type"": ""Point"", ""coordinates"": [2.294140924746842, 48.83625967292963]}",48.8362596729,2.29414092475
2020-868,2020,Long m�trage,A NOS AGES,ROBIN SYKES,2425 FILMS,17 rue de la roquette,75011,75011,24/11/2020,25/11/2020,2.37165769,48.85446752,"{""type"": ""Point"", ""coordinates"": [2.371657693126118, 48.85446752383764]}",48.8544675238,2.37165769313
2020-372,2020,Long m�trage,LE TRESOR DU PETIT NICOLAS,JULIEN RAPPENEAU,CURIOSA FILM,chemin de la croix catelan,75016,75016,09/09/2020,09/09/2020,2.25499417,48.86482616,"{""type"": ""Point"", ""coordinates"": [2.254994168477289, 48.86482616382987]}",48.8648261638,2.25499416848
2018-242,2018,Long m�trage,Les Traducteurs,R�gis ROINSARD,SAS TRESOR FILMS,boulevard pasteur,75015,75015,12/03/2018,13/03/2018,2.31491457,48.84038552,"{""type"": ""Point"", ""coordinates"": [2.314914567019109, 48.84038552163333]}",48.8403855216,2.31491456702
2020-382,2020,Long m�trage,Une jeune fille qui va bien,Sandrine Kiberlain,CURIOSA FILMS,14 boulevard de strasbourg,75010,75010,19/08/2020,20/08/2020,2.35520662,48.87059893,"{""type"": ""Point"", ""coordinates"": [2.355206616867252, 48.87059892954064]}",48.8705989295,2.35520661687
2016-738,2016,Long m�trage,GC5,GUILLAUME CANET,LES PRODUCTIONS DU TRESOR,6� RUE� DESCARTES,75005,18/02/2016,18/02/2016,2.34847,48.847185,"{""type"": ""Point"", ""coordinates"": [2.3484699996472482, 48.8471850003943]}",48.8471850004,2.34846999965,
2016-1510,2016,Long m�trage,LA FILLE DE BREST,EMMANUELLE BERCOT,HAUT ET COURT,116� AVENUE� DU PRESIDENT KENNEDY,75016,19/01/2016,19/01/2016,2.279515,48.85214,"{""type"": ""Point"", ""coordinates"": [2.279514999997102, 48.85213999998911]}",48.85214,2.279515,
2020-895,2020,Long m�trage,Mes Tr�s Chers Enfants,Alexandra Lecl�re,Les Films du 24,8 place vend�me,75001,75001,19/11/2020,19/11/2020,2.32960025,48.86672936,"{""type"": ""Point"", ""coordinates"": [2.329600251838194, 48.86672935578417]}",48.8667293558,2.32960025184
2018-3,2018,Long m�trage,TERRITOIRES,DAVID OELHOFFEN,ONE WORLD FILMS,36 rue du bastion,75017,75017,02/01/2018,02/01/2018,2.30822433,48.893339,"{""type"": ""Point"", ""coordinates"": [2.308224328619056, 48.89333899480177]}",48.8933389948,2.30822432862
2016-1521,2016,Long m�trage,MARYLINE,GUILLAUME GALLIENNE,LGM FILMS,4� RUE� GRESSET,75019,08/09/2016,08/09/2016,2.377834,48.89045,"{""type"": ""Point"", ""coordinates"": [2.377833999837899, 48.89045000043768]}",48.8904500004,2.37783399984,
2020-431,2020,Long m�trage,Le Dernier Mercenaire,David CHARHON,FORECAST PICTURES,1 avenue du cimeti�re des batignolles,75017,75017,09/09/2020,10/09/2020,2.31232654,48.89561585,"{""type"": ""Point"", ""coordinates"": [2.312326542609942, 48.89561585194924]}",48.8956158519,2.31232654261
2018-157,2018,Long m�trage,MAIS VOUS ETES FOUS,Audrey DIWAN,RECTANGLE PRODUCTIONS,rue de l'hirondelle,75006,75006,21/02/2018,21/02/2018,2.34328164,48.85354429,"{""type"": ""Point"", ""coordinates"": [2.343281643765009, 48.85354428702807]}",48.853544287,2.34328164377
2016-1544,2016,Long m�trage,LOUE MOI,VIRGINE SCSWARTZ,MY FAMILY,18� RUE� CAIL,75010,02/12/2016,02/12/2016,2.360227,48.882821,"{""type"": ""Point"", ""coordinates"": [2.360226999402756, 48.88282099966567]}",48.8828209997,2.3602269994,
2016-861,2016,Long m�trage,JUST DIVORCED,MAXIME GOVARE,LES IMPRODUCTIBLES,PONT� CHARLES DE GAULLE,75012,09/11/2016,09/11/2016,2.385401,48.84375,"{""type"": ""Point"", ""coordinates"": [2.385401000502625, 48.84374999979699]}",48.8437499998,2.3854010005,
2016-1546,2016,Long m�trage,LE BRIO,YVAN ATTAL,CHAPTER 2,20� RUE� DES FOSSES SAINT BERNARD,75005,12/12/2016,12/12/2016,2.354701,48.848523,"{""type"": ""Point"", ""coordinates"": [2.354700999433228, 48.84852300002156]}",48.848523,2.35470099943,
